customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9247-MMZUB,Female,0,No,No,60,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.44,3502.15,1
2835-JVMZI,Male,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,47.17,1575.2,1
6060-ANPTO,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,104.02,525.02,1
5994-AQXMO,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),45.42,1221.88,1
6137-PPBQK,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.06,4292.47,1
7867-HTCLT,Female,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.77,212.77,1
2147-PNPUQ,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.19,210.72,1
9849-KQSVA,Male,1,No,Yes,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.1,659.95,1
4946-LORWN,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),97.02,283.7,1
2575-AMOGO,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.36,577.27,1
4761-TJNFN,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.21,108.69,1
7275-XYVLK,Female,1,Yes,Yes,25,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.96,1601.94,1
6212-YTVXY,Male,1,No,No,50,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),47.33,2339.31,0
5331-SBVTA,Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,1231.93,0
7879-HYNIB,Female,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.74,908.13,0
7296-YWEWY,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,112.9,1265.17,1
6007-HPVPM,Male,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.25,283.66,1
8828-TOAVC,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.47,83.25,0
1624-FVNDR,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.11,155.17,1
1563-OIRCJ,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.33,70.46,1
7377-QGOAY,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,1135.12,0
5302-KQEGS,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,73.61,1030.13,1
9231-YXOCO,Male,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,65.04,460.98,1
8108-EWLTE,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,1264.0,1
5655-CIZIG,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.96,1483.05,1
1318-ZBWWU,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,85.26,246.47,1
5352-PIMST,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.0,1532.96,0
8242-QFDAR,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,95.33,1014.64,1
4393-SIMHW,Male,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.39,474.66,1
7604-MOKLN,Male,1,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,416.12,1
7048-DAXDS,Male,0,No,No,31,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),58.45,1805.42,0
5753-IJDTI,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,135.51,0
8535-MLKLR,Female,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),56.76,900.19,1
3515-LPETY,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,97.61,4417.96,0
2330-LUYKI,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,113.9,7176.28,1
8284-RYCTQ,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.97,1338.74,0
4149-NAQYH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1259.02,0
8159-EEICS,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),77.32,551.03,1
3622-WIVRP,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.88,1922.39,1
3067-ABNNA,Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,97.8,277.46,0
1647-ZZYPO,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,55.18,1159.28,1
9159-ZOLPN,Female,0,No,No,61,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,91.94,5593.06,1
9454-XOWOS,Male,0,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.52,1233.31,1
5288-HBBJC,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),81.58,810.84,1
8078-WQHWD,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.06,1910.54,1
3835-NUJAD,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,96.49,377.74,1
7851-AQZQG,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,114.62,233.9,1
4593-WTOMB,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,99.65,901.08,1
8336-SXMXK,Female,1,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.21,285.18,1
2945-VOJII,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,107.83,7067.63,1
1623-TAQLJ,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),76.47,385.63,1
7784-EROFG,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,1352.97,0
7716-QFHLU,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.15,1176.09,0
8358-NLWJV,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,268.35,0
5934-TOGZI,Male,0,No,Yes,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.19,1239.07,0
2222-JJPGE,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),90.44,4974.49,0
8832-WCRKO,Male,0,Yes,No,8,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),80.63,641.38,1
2446-UTEXL,Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,105.06,7354.02,0
2488-DOIGJ,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.32,4999.86,0
6680-WMHLV,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.98,321.59,1
9866-XSZZA,Female,1,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.62,1619.79,0
5098-PVQYR,Female,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,1057.69,0
6729-KRGRZ,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,104.84,1148.91,1
8645-HFGWV,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.29,156.27,1
1518-JKYMI,Male,1,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),72.99,3237.75,1
9960-GIMZC,Female,0,No,Yes,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.37,390.8,1
8521-CAUTB,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,88.32,539.57,0
3887-YCOXF,Male,0,No,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.46,336.66,1
6081-MUATS,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,88.34,6263.15,1
9254-AUVBO,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,100.9,499.06,1
6418-NSKOF,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),103.56,1140.64,0
1239-TIETB,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.11,1677.37,0
8974-FZRWS,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,68.45,462.39,1
3075-IUXFN,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.91,1008.45,0
1447-ZXMKL,Male,0,No,No,43,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,73.64,3160.39,1
8120-SSUZS,Female,1,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,1046.28,0
1222-XZMNX,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.22,431.69,0
1107-RLDJQ,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.1,2109.81,1
6162-DLMDJ,Male,1,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,70.56,194.73,0
7529-YCOBY,Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,69.37,3222.43,0
9460-YQFZH,Female,0,No,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,114.58,7439.16,1
2123-CYRVA,Female,0,No,Yes,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,74.75,3386.67,1
7277-PGCWD,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.54,6584.51,1
9992-IESOH,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,93.13,3162.09,1
3404-FRSXO,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),96.99,492.04,0
1131-ZGJFN,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,91.63,6240.66,1
7056-QISEW,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.41,153.69,1
4379-GSTZG,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.16,1378.82,1
6794-XBYWP,Male,1,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.56,3807.83,1
4880-MHFFI,Male,0,Yes,Yes,49,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,53.91,2643.24,1
5001-DKEYQ,Male,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,774.62,1
8333-TGOYO,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,75.01,740.08,1
8060-NMKMZ,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.32,468.09,1
8403-VXIJD,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),91.75,6319.85,1
5871-QNXRK,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,92.85,1765.96,1
3225-PAGJI,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),106.58,6516.07,1
4381-YCVWN,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),79.26,883.02,1
6111-ZYOBX,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,118.75,1054.17,1
7328-NPGDR,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,109.29,2824.76,1
9645-XEFGO,Female,0,Yes,No,7,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.6,605.15,1
3999-ZAXDY,Male,0,No,Yes,25,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),44.77,1110.13,1
9068-AKRNV,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.15,631.3,1
1567-KJQDX,Female,1,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.09,310.87,1
4106-OZPUM,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.64,373.63,1
3766-IKKFA,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,98.42,868.74,1
2429-VFMVX,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.64,516.55,1
5343-VEORT,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),69.41,2167.7,1
4977-NOZEZ,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.17,49.17,1
4733-DBGJP,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,92.27,192.5,0
9744-JRQUM,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.0,103.81,1
4964-AAOAF,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.52,200.78,1
1620-YZMAE,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,81.56,157.89,1
7350-IYQPH,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,86.66,2863.56,1
7310-QOXAL,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,97.8,6146.98,1
8913-EXFYA,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),94.48,3288.35,1
5056-YAJJC,Male,0,No,Yes,6,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,68.48,399.67,1
8993-QSKRB,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,1163.08,0
9320-IXQND,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.12,330.35,1
6323-QQLTR,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),88.88,1508.41,0
6096-CKYRD,Male,0,No,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.31,383.23,1
5291-QRENJ,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.82,7447.4,1
5829-OAPKW,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.65,1032.27,0
4799-TFXVP,Male,0,Yes,Yes,61,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.4,5358.56,1
9067-BAXXI,Female,0,No,No,66,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),78.71,5193.84,0
3272-VLQYO,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.96,178.26,1
8106-SVJZL,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.18,461.96,1
3358-NIMCU,Female,0,No,No,12,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Electronic check,59.82,731.07,0
6608-NUJPG,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.1,1053.9,1
7763-DTWYK,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),85.73,5210.44,0
4043-PTDVV,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,65.14,306.66,1
6652-WQMKC,Male,1,No,No,43,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.03,2408.76,1
5749-IFVUK,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.02,1200.31,0
8999-PSENQ,Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),116.12,1236.47,1
7712-CDPPU,Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.21,1791.83,1
9497-ZYDSZ,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,95.07,789.64,0
3319-QMZVW,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),101.42,102.8,1
4514-ZXALD,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,82.43,839.94,1
6114-KEBQH,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),61.53,854.11,1
2044-FUIMK,Female,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,69.05,4760.94,0
9212-PPBJL,Female,0,No,No,53,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),55.65,2945.92,0
7326-HKJMY,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,1006.32,1
7487-QGXCT,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,101.29,0
5830-MSGIS,Female,0,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.31,880.07,1
7518-MVHVR,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.92,96.76,1
1511-WBRRK,Female,0,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,43.91,459.74,1
4649-ANPKA,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.95,913.92,1
9406-GPNON,Female,0,Yes,No,42,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,93.63,3954.19,1
4346-UKPSQ,Male,1,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.14,935.09,0
1856-ZFKQI,Male,0,No,Yes,61,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,70.16,4269.57,0
2793-RQLWV,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.92,825.57,1
2010-VEKDD,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.76,2001.49,0
